host_response;response_date;number_of_messages;automated_coding;latitude;longitude;bed_type;property_type;cancellation_policy;number_guests;bedrooms;bathrooms;cleaning_fee;price;apt_rating;property_setup;city;date_sent;listing_down;number_of_listings;number_of_reviews;member_since;verified_id;host_race;super_host;host_gender;host_age;host_gender_1;host_gender_2;host_gender_3;host_race_1;host_race_2;host_race_3;guest_first_name;guest_last_name;guest_race;guest_gender;guest_id;population;whites;blacks;asians;hispanics;available_september;up_not_available_september;september_price;census_tract;host_id;new_number_of_listings
2;15.07.2015 04:49;3;0;394.496;-765.289;NULL;Undefined;Moderate;4;4;4;35;165;5;Entire Place;Baltimore;13.07.2015 00:27;0;1;16;June 2014;1;white;-1;F;middle;F;F;Null;white;white;Null;Leroy;Washington;black;male;23;3770;3531;59;93;57;0;1;130;411202;16511206;1
4;12.07.2015 13:34;2;0;393.946;-765.713;NULL;House;Moderate;2;2;2;50;60;-1;Private Room;Baltimore;12.07.2015 01:44;0;2;13;Aug 13;0;white;-1;F;middle/young;F;F;Null;white;white;Null;Todd;McCarthy;white;male;10;1792;1489;161;64;64;\N;\N;\N;491201;8491871;1
10;12.07.2015 15:38;\N;0;393.952;-767.922;Real Bed;House;Flexible;1;1;1;-1;63;-1;Private Room;Baltimore;11.07.2015 21:15;0;2;5;February 2011;0;hisp;-1;F;middle;F;F;Null;hisp;hisp;Null;Greg;O'Brien;white;male;7;8541;2166;5276;772;293;\N;\N;\N;402509;383921;2
4;12.07.2015 00:51;2;0;394.055;-768.061;Real Bed;Undefined;Moderate;2;2;2;15;65;5;Private Room;Baltimore;11.07.2015 19:55;0;1;7;July 2011;0;black;-1;F;young/middle;F;F;Null;black;black;Null;Anne;Murphy;white;female;2;6380;2357;3186;542;209;\N;\N;\N;492402;833784;1
-1;\N;\N;1;394.025;-767.576;Real Bed;Apartment;Flexible;1;1;1;-1;60;-1;Private Room;Baltimore;11.07.2015 20:36;0;1;0;May 2015;0;white;-1;M;young/middle;M;M;M;white;UU;white;Brad;Walsh;white;male;6;5014;3379;1305;185;154;\N;\N;\N;403702;34097845;1
1;12.07.2015 21:08;\N;0;39.395;-768.061;Futon;House;Flexible;2;2;2;-1;50;-1;Private Room;Baltimore;12.07.2015 16:50;0;1;1;October 2013;1;black;-1;F;young;F;F;Null;black;black;Null;Jay;Murphy;white;male;21;8541;2166;5276;772;293;1;0;50;402509;9443290;1
0;13.07.2015 19:26;2;0;39.238;-76.7;Real Bed;House;Flexible;3;3;3;-1;50;4;Private Room;Baltimore;12.07.2015 00:59;0;1;7;December 2014;1;white;-1;F;young;F;F;Null;white;white;Null;Brent;Baker;white;male;8;5009;4407;294;153;99;1;0;60;430700;24985692;1
0;12.07.2015 12:51;\N;1;394.629;-767.674;Real Bed;House;Flexible;2;2;2;-1;99;-1;Private Room;Baltimore;12.07.2015 01:47;0;1;0;Apr 15;0;white;-1;M;middle/old;M;M;Null;white;white;Null;Todd;McCarthy;white;male;10;4745;4322;264;110;90;1;0;99;404900;31225963;1
1;12.07.2015 22:36;\N;1;392.298;-767.014;Real Bed;House;Strict;2;2;2;5;59;4;Private Room;Baltimore;12.07.2015 13:14;0;1;28;May 2012;1;white;-1;M;young;M;M;Null;white;white;Null;Darnell;Jackson;black;male;16;2463;2260;92;54;62;1;0;52;430600;2307506;1
0;12.07.2015 23:29;\N;1;393.991;-768.215;Real Bed;House;Flexible;2;2;2;-1;65;-1;Private Room;Baltimore;12.07.2015 05:04;0;1;0;Nov 14;1;black;-1;F;middle;F;F;Null;black;black;Null;Latoya;Williams;black;female;13;6380;2357;3186;542;209;\N;\N;\N;492402;23980939;1
9;12.07.2015 23:19;4;0;392.474;-767.026;Futon;House;Flexible;1;1;1;-1;75;5;Private Room;Baltimore;12.07.2015 11:38;0;1;7;February 2013;1;white;-1;M;young/middle;M;M;Null;white;white;Null;Jamal;Jones;black;male;17;3530;3056;159;210;74;1;0;75;430800;5063932;1
1;13.07.2015 11:25;\N;1;392.557;-769.481;Real Bed;House;Strict;2;2;2;-1;125;-1;Private Room;Baltimore;12.07.2015 16:52;0;1;2;Apr 15;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Jay;Murphy;white;male;21;4316;3360;257;534;117;0;1;125;605104;31415371;1
4;12.07.2015 22:13;2;0;393.669;-767.317;Real Bed;House;Flexible;2;2;2;-1;75;5;Private Room;Baltimore;12.07.2015 16:55;0;1;10;December 2013;1;white;-1;F;middle/young;F;F;Null;white;white;Null;Jay;Murphy;white;male;21;2443;1177;980;126;151;0;1;85;403300;10401705;1
1;12.07.2015 19:55;4;1;390.411;-76.459;Real Bed;House;Moderate;2;2;2;15;88;5;Private Room;Baltimore;12.07.2015 15:54;0;1;41;December 2011;1;white;-1;MF;middle;MF;MF;Null;white;white;Null;Allison;Sullivan;white;female;1;4258;3831;226;63;203;0;1;88;731004;1473859;1
-1;\N;\N;1;392.386;-766.464;NULL;Apartment;Flexible;1;-1;1;-1;150;-1;Private Room;Baltimore;12.07.2015 01:50;0;1;0;December 2011;0;hisp;-1;F;middle/young;F;F;Null;hisp;hisp;Null;Todd;McCarthy;white;male;10;4221;2047;1437;114;803;1;0;150;430101;1522440;1
4;13.07.2015 08:29;2;0;391.173;-768.487;Real Bed;House;Flexible;2;2;2;15;30;-1;Shared Room;Baltimore;12.07.2015 13:17;0;11;46;December 2014;1;mult;-1;mix;middle/young;mix;mix;mix;mult;black;mult;Darnell;Jackson;black;male;16;5615;2532;1830;639;616;1;0;38;606906;24671421;9
2;12.07.2015 23:20;\N;0;389.798;-765.095;Real Bed;House;Strict;2;2;2;-1;69;04. Mai;Private Room;Baltimore;12.07.2015 14:58;0;2;117;July 2012;1;white;-1;F;middle/old;F;F;Null;white;white;Null;Lakisha;Jones;black;female;11;4591;3383;803;76;388;0;1;69;706600;3003283;1
0;12.07.2015 10:56;\N;1;391.154;-768.463;Real Bed;House;Flexible;3;3;3;10;53;-1;Private Room;Baltimore;11.07.2015 21:17;0;1;9;February 2013;1;asian;-1;MF;young;MF;MF;Null;asian;asian;Null;Greg;O'Brien;white;male;7;5615;2532;1830;639;616;1;0;65;606906;4963551;1
2;12.07.2015 00:22;3;0;393.754;-763.688;NULL;House;Flexible;4;4;4;20;59;5;Private Room;Baltimore;11.07.2015 19:58;0;2;11;June 2013;1;white;-1;F;middle;F;F;Null;white;white;Null;Anne;Murphy;white;female;2;1862;1808;20;5;21;1;0;65;451702;6744577;1
4;12.07.2015 11:19;\N;0;389.744;-767.353;Real Bed;House;Flexible;1;1;1;-1;55;5;Private Room;Baltimore;11.07.2015 20:39;0;1;6;Nov 14;1;white;-1;F;middle;M;F;F;white;white;white;Brad;Walsh;white;male;6;4660;3213;945;165;368;1;0;54;800504;23768331;1
2;12.07.2015 17:19;3;0;390.715;-765.541;Real Bed;House;Strict;2;2;2;-1;60;5;Private Room;Baltimore;12.07.2015 11:41;0;3;15;June 2014;1;white;-1;F;middle;F;F;Null;white;white;Null;Jamal;Jones;black;male;17;6978;6447;243;139;173;1;0;70;730700;16712046;3
14;\N;\N;1;391.378;-766.916;Real Bed;House;Flexible;2;2;2;-1;65;04. Mai;Private Room;Baltimore;\N;0;1;31;October 2011;1;white;-1;FF;young;FF;FF;FF;white;mult;white;Meredith;O'Brien;white;female;5;4169;2959;788;189;180;\N;\N;\N;751400;1258205;1
1;12.07.2015 00:05;4;0;394.746;-765.999;NULL;House;Flexible;5;5;5;-1;60;-1;Entire Place;Baltimore;11.07.2015 20:01;0;1;1;Sep 13;1;white;-1;F;middle;F;F;F;hisp;white;white;Anne;Murphy;white;female;2;5586;4987;152;328;98;0;1;60;408502;8796942;1
0;11.07.2015 22:21;\N;1;394.267;-766.118;NULL;House;Flexible;6;6;6;20;54;5;Private Room;Baltimore;11.07.2015 17:10;0;2;19;Aug 13;1;white;-1;F;middle;F;F;Null;white;white;Null;Meredith;O'Brien;white;female;5;2094;1855;24;134;93;0;1;54;408602;8469236;2
2;12.07.2015 12:21;2;0;390.056;-76.51;Real Bed;House;Strict;2;2;2;5;85;5;Private Room;Baltimore;12.07.2015 04:23;0;2;54;Sep 13;1;white;-1;MF;middle;MF;MF;Null;white;white;Null;Jermaine;Jones;black;male;18;4815;3864;638;149;239;1;0;88;702701;8769561;2
1;13.07.2015 01:38;2;0;390.403;-764.321;Real Bed;House;Strict;2;2;2;50;115;5;Private Room;Baltimore;12.07.2015 15:01;0;1;47;Nov 12;1;white;-1;F;old/middle;F;F;Null;white;white;Null;Lakisha;Jones;black;female;11;4387;4010;150;73;185;0;1;138;731003;4143105;1
0;12.07.2015 12:56;2;0;392.091;-768.665;Futon;House;Flexible;2;2;2;10;70;5;Private Room;Baltimore;12.07.2015 03:38;0;1;34;Apr 13;1;white;-1;F;middle;F;F;Null;white;white;Null;Tamika;Williams;black;female;14;7610;4729;1644;777;528;1;0;75;605602;5960644;1
1;12.07.2015 03:25;2;0;391.235;-764.609;NULL;House;Flexible;6;6;6;60;250;-1;Entire Place;Baltimore;11.07.2015 20:12;0;2;1;June 2015;0;unclear_three votes;-1;F;young/middle;F;F;F;hisp;white;UU;Anne;Murphy;white;female;2;6827;6579;70;57;88;1;0;280;731303;35950889;2
1;11.07.2015 23:18;4;0;390.923;-767.043;Real Bed;House;Flexible;2;2;2;10;48;5;Private Room;Baltimore;11.07.2015 19:14;0;2;27;Aug 14;1;white;-1;MF;middle;MF;MF;Null;white;white;Null;Laurie;Ryan;white;female;3;3950;2816;697;234;224;\N;\N;\N;740304;19473214;1
-1;13.07.2015 20:58;\N;1;390.461;-76.84;NULL;Apartment;Flexible;4;4;4;-1;150;-1;Entire Place;Baltimore;12.07.2015 16:58;0;1;0;June 2015;0;black;-1;F;middle/young;F;F;Null;black;black;Null;Jay;Murphy;white;male;21;3989;781;2721;185;357;0;1;235;800206;36207028;1
1;14.07.2015 03:41;\N;1;39.003;-76.523;NULL;Apartment;Flexible;4;4;4;-1;180;5;Entire Place;Baltimore;13.07.2015 00:30;0;1;4;January 2015;0;white;-1;F;old/middle;F;F;Null;white;white;Null;Leroy;Washington;black;male;23;4815;3864;638;149;239;0;1;180;702701;26469359;1
-1;\N;\N;1;394.233;-76.467;NULL;Apartment;Flexible;2;2;2;-1;60;-1;Private Room;Baltimore;12.07.2015 05:07;0;1;0;Sep 09;0;white;-1;M;middle/old;M;M;Null;white;white;Null;Latoya;Williams;black;female;13;4393;3934;165;208;94;1;0;60;411406;36603;1
1;12.07.2015 13:29;\N;1;390.606;-765.439;NULL;House;Flexible;2;2;2;-1;100;-1;Private Room;Baltimore;11.07.2015 21:20;0;1;1;July 2014;0;white;-1;MF;middle/old;MF;MF;Null;white;white;Null;Greg;O'Brien;white;male;7;6978;6447;243;139;173;1;0;90;730700;18139038;1
-1;\N;\N;1;391.319;-767.206;Real Bed;House;Flexible;1;1;1;-1;70;-1;Private Room;Baltimore;12.07.2015 03:41;0;1;0;May 2015;0;black;-1;M;middle;M;M;Null;black;black;Null;Tamika;Williams;black;female;14;7984;2879;3917;557;614;1;0;70;740104;33313479;1
14;\N;\N;1;389.405;-765.534;NULL;House;Moderate;4;4;4;-1;80;5;Entire Place;Baltimore;\N;0;1;20;March 2012;1;white;-1;M;UU/middle;M;M;Null;white;white;Null;Lakisha;Jones;black;female;11;7508;6602;185;132;676;0;1;80;701102;1902894;1
1;12.07.2015 14:35;3;0;390.953;-768.645;Real Bed;House;Flexible;2;2;2;-1;58;04. Mai;Private Room;Baltimore;12.07.2015 02:44;0;2;12;Sep 12;1;unclear_three votes;-1;F;middle;F;F;F;white;hisp;asian;Tanisha;Jackson;black;female;15;3559;862;2018;240;576;1;0;58;800108;3540056;2
1;13.07.2015 02:06;\N;1;389.386;-765.437;NULL;House;Flexible;5;5;5;-1;175;-1;Entire Place;Baltimore;12.07.2015 01:53;0;2;0;July 2013;1;white;-1;F;middle;F;F;Null;white;white;Null;Todd;McCarthy;white;male;10;7508;6602;185;132;676;0;1;175;701102;7634784;2
4;12.07.2015 12:48;2;0;395.135;-763.253;NULL;House;Flexible;3;3;3;-1;99;5;Private Room;Baltimore;12.07.2015 04:26;0;1;7;May 2012;1;white;-1;F;middle;F;F;Null;white;white;Null;Jermaine;Jones;black;male;18;3799;3546;70;101;74;0;1;99;303602;2415789;1
5;12.07.2015 13:19;2;0;39.215;-768.355;Real Bed;House;Strict;2;2;2;35;50;-1;Private Room;Baltimore;12.07.2015 05:10;0;2;0;May 2015;0;asian;-1;F;young;F;F;Null;asian;asian;Null;Latoya;Williams;black;female;13;7696;3470;2494;511;1418;0;1;50;606603;33325072;2
1;12.07.2015 19:13;2;1;389.683;-764.913;Real Bed;Apartment;Strict;4;4;4;-1;180;-1;Entire Place;Baltimore;12.07.2015 01:02;0;1;1;May 2015;1;NA;-1;NA;NA;NA;UU;NA;NA;NA;NA;Brent;Baker;white;male;8;3210;1736;1105;60;402;0;1;180;706402;34429870;1
1;12.07.2015 11:45;2;1;389.729;-765.196;Real Bed;House;Flexible;2;2;2;-1;150;5;Private Room;Baltimore;12.07.2015 01:56;0;1;5;January 2015;1;white;-1;F;middle;F;F;Null;white;white;Null;Todd;McCarthy;white;male;10;5222;3128;1281;126;831;1;0;112;706500;25644561;1
5;13.07.2015 12:18;4;0;390.534;-769.506;Real Bed;House;Moderate;2;2;2;-1;60;04. Mai;Private Room;Baltimore;13.07.2015 00:33;0;2;22;Nov 13;1;hisp;-1;M;middle;M;M;M;asian;hisp;hisp;Leroy;Washington;black;male;23;6907;3628;1818;913;741;1;0;55;701420;9861555;2
1;11.07.2015 22:03;2;0;392.264;-768.564;Real Bed;Apartment;Flexible;1;1;1;-1;75;-1;Private Room;Baltimore;11.07.2015 17:59;0;2;3;Aug 13;1;NA;-1;NA;NA;NA;UU;NA;NA;NA;NA;Kristen;Sullivan;white;female;4;5149;2713;1470;567;413;0;1;75;605401;8470614;2
1;12.07.2015 17:11;\N;1;390.068;-768.867;Real Bed;Apartment;Moderate;1;1;1;25;49;5;Entire Place;Baltimore;12.07.2015 04:29;0;1;8;Nov 14;1;white;-1;F;young;F;F;Null;white;white;Null;Jermaine;Jones;black;male;18;5729;2935;1754;599;495;0;1;49;807408;23350475;1
1;12.07.2015 12:02;3;1;389.837;-765.024;Real Bed;House;Moderate;2;2;2;-1;125;-1;Private Room;Baltimore;12.07.2015 01:59;0;2;3;December 2014;1;white;-1;F;middle;F;F;Null;white;white;Null;Todd;McCarthy;white;male;10;4591;3383;803;76;388;0;1;125;706600;24905992;2
0;12.07.2015 15:25;\N;1;389.493;-764.746;Real Bed;House;Moderate;1;1;1;-1;59;5;Private Room;Baltimore;12.07.2015 05:16;0;4;33;July 2014;1;white;-1;F;middle;F;F;Null;white;white;Null;Latoya;Williams;black;female;13;6021;5002;685;111;172;0;1;59;702602;17833213;2
1;12.07.2015 12:21;2;1;390.501;-76.46;NULL;House;Flexible;4;4;4;-1;200;-1;Entire Place;Baltimore;12.07.2015 02:02;0;1;0;May 2015;0;white;-1;MF;middle/young;MF;MF;Null;white;white;Null;Todd;McCarthy;white;male;10;7750;7114;243;161;256;0;1;200;731102;34260153;1
14;\N;\N;1;390.786;-768.638;Real Bed;House;Flexible;1;1;1;-1;38;-1;Private Room;Baltimore;\N;0;2;1;Apr 15;1;black;-1;F;young;F;F;Null;black;black;Null;Kareem;Robinson;black;male;22;4355;1058;2286;498;667;\N;\N;\N;800213;31744629;1
14;\N;\N;1;393.101;-764.783;Real Bed;House;Moderate;4;4;4;-1;59;5;Private Room;Baltimore;\N;0;1;17;July 2013;1;white;-1;F;middle/young;F;F;Null;white;white;Null;Greg;O'Brien;white;male;7;3486;3105;153;115;107;0;1;70;450300;7805013;1
0;12.07.2015 03:18;\N;1;395.035;-763.076;Real Bed;House;Flexible;1;1;1;-1;96;-1;Private Room;Baltimore;11.07.2015 19:17;0;1;2;October 2013;0;UU;-1;M;UU;M;UU;M;UU;UU;UU;Laurie;Ryan;white;female;3;4215;3788;180;137;109;0;1;96;301106;9399510;1
0;12.07.2015 04:48;2;1;392.189;-768.896;NULL;Apartment;Strict;2;2;2;5;30;-1;Shared Room;Baltimore;11.07.2015 18:01;0;1;3;June 2015;1;unclear_three votes;-1;M;young/middle;M;M;M;UU;hisp;white;Kristen;Sullivan;white;female;4;5182;3058;1208;606;249;\N;\N;\N;605502;35079009;1
1;11.07.2015 23:20;2;1;389.372;-765.549;Real Bed;House;Flexible;2;2;2;-1;75;-1;Private Room;Baltimore;11.07.2015 19:20;0;2;1;March 2015;1;white;-1;F;young;F;F;Null;white;white;Null;Laurie;Ryan;white;female;3;7508;6602;185;132;676;0;1;77;701102;30299356;2
1;12.07.2015 12:51;2;1;390.465;-764.339;Real Bed;House;Strict;2;2;2;-1;85;04. Mai;Private Room;Baltimore;11.07.2015 20:42;0;1;5;March 2015;1;UU;-1;F;UU;F;F;Null;UU;UU;Null;Brad;Walsh;white;male;6;4387;4010;150;73;185;1;0;100;731003;28649547;1
1;11.07.2015 21:30;\N;1;389.924;-765.328;NULL;Undefined;Flexible;2;2;2;-1;59;-1;Private Room;Baltimore;11.07.2015 17:13;0;1;3;Nov 13;0;white;-1;F;middle;F;F;Null;white;white;Null;Meredith;O'Brien;white;female;5;4815;3864;638;149;239;0;1;59;702701;10309694;1
1;11.07.2015 23:01;3;0;38.977;-764.928;Real Bed;House;Flexible;2;2;2;-1;60;-1;Private Room;Baltimore;11.07.2015 18:04;0;1;1;May 2015;1;mult;-1;MM;middle/young;MM;MM;Null;mult;mult;Null;Kristen;Sullivan;white;female;4;3686;2747;768;37;201;\N;\N;\N;706101;32699573;1
2;12.07.2015 05:24;3;0;389.862;-765.106;Real Bed;House;Moderate;2;2;2;-1;85;5;Private Room;Baltimore;12.07.2015 01:05;0;2;17;Nov 09;1;white;-1;F;middle;F;F;Null;white;white;Null;Brent;Baker;white;male;8;4591;3383;803;76;388;0;1;85;706600;55003;1
1;12.07.2015 17:18;\N;0;394.601;-769.082;Real Bed;Apartment;Flexible;2;2;2;-1;120;-1;Entire Place;Baltimore;12.07.2015 11:44;0;2;1;Aug 12;0;white;-1;F;old/middle;F;F;Null;white;white;Null;Jamal;Jones;black;male;17;6169;5874;136;75;60;1;0;120;504202;3432193;1
1;13.07.2015 03:06;2;1;389.818;-765.041;NULL;House;Strict;2;2;2;50;109;04. Mai;Private Room;Baltimore;12.07.2015 01:08;0;7;48;January 2012;1;white;-1;F;middle/young;F;F;Null;white;white;Null;Brent;Baker;white;male;8;4591;3383;803;76;388;1;0;144;706600;1671809;3
1;13.07.2015 16:59;\N;0;389.777;-76.492;Real Bed;House;Strict;2;2;2;25;80;04. Mai;Private Room;Baltimore;12.07.2015 23:52;0;2;16;Sep 14;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Kareem;Robinson;black;male;22;3686;2747;768;37;201;0;1;80;706101;21961701;2
1;12.07.2015 17:02;\N;1;390.046;-765.361;NULL;House;Flexible;4;4;4;15;80;-1;Private Room;Baltimore;12.07.2015 05:13;0;1;2;January 2014;0;white;-1;MF;old/middle;MF;MF;Null;white;white;Null;Latoya;Williams;black;female;13;3857;3618;61;106;98;0;1;80;702702;11733116;1
1;12.07.2015 22:48;2;0;389.352;-765.447;Real Bed;House;Moderate;2;2;2;25;100;04. Mai;Private Room;Baltimore;12.07.2015 15:57;0;2;11;Sep 12;1;white;-1;M;middle;M;M;Null;white;white;Null;Allison;Sullivan;white;female;1;7508;6602;185;132;676;0;1;100;701102;3596742;1
10;12.07.2015 16:51;\N;0;390.826;-769.389;Real Bed;Apartment;Flexible;1;1;1;25;65;-1;Private Room;Baltimore;12.07.2015 00:19;0;1;1;March 2014;1;black;-1;F;middle;F;F;Null;black;black;Null;Greg;O'Brien;white;male;7;5596;1330;3036;751;592;1;0;45;701417;13413252;1
0;12.07.2015 17:11;\N;1;389.446;-765.789;Real Bed;Apartment;Strict;2;2;2;-1;90;-1;Private Room;Baltimore;12.07.2015 03:44;0;2;3;January 2014;0;white;-1;F;young/middle;F;F;F;black;white;white;Tamika;Williams;black;female;14;4151;3864;95;95;102;\N;\N;\N;701101;11802225;1
0;13.07.2015 16:16;\N;1;391.328;-767.444;Real Bed;House;Flexible;2;2;2;10;64;5;Private Room;Baltimore;12.07.2015 15:06;0;1;5;December 2014;0;white;-1;M;young;M;M;Null;white;white;Null;Lakisha;Jones;black;female;11;3661;2185;939;100;481;1;0;50;740601;25233329;1
-1;\N;\N;1;390.891;-768.695;Real Bed;House;Flexible;2;2;2;25;70;-1;Private Room;Baltimore;11.07.2015 18:07;0;1;1;December 2012;0;white;-1;F;young;F;F;Null;white;white;Null;Kristen;Sullivan;white;female;4;4355;1058;2286;498;667;1;0;83;800213;4363285;1
1;12.07.2015 12:08;2;1;38.951;-765.703;NULL;Bed and Breakfast;Moderate;5;5;5;-1;125;5;Private Room;Baltimore;12.07.2015 02:05;0;1;12;May 2013;0;white;-1;F;middle;F;F;Null;white;white;Null;Todd;McCarthy;white;male;10;4151;3864;95;95;102;0;1;125;701101;6606359;1
4;13.07.2015 15:47;\N;0;389.674;-76.507;Real Bed;House;Strict;2;2;2;35;79;-1;Private Room;Baltimore;12.07.2015 20:35;0;9;83;Aug 13;1;white;-1;MF;young;MF;MF;Null;white;white;Null;Jay;Murphy;white;male;21;6442;3476;1244;183;2552;1;0;108;706401;8335273;3
0;12.07.2015 16:05;2;0;389.764;-765.023;Real Bed;House;Flexible;3;3;3;-1;99;04. Mai;Private Room;Baltimore;12.07.2015 02:47;0;2;25;Sep 12;0;white;-1;F;young;F;F;Null;white;white;Null;Tanisha;Jackson;black;female;15;5222;3128;1281;126;831;\N;\N;\N;706500;3511059;2
0;13.07.2015 06:35;2;1;389.971;-768.853;Real Bed;Apartment;Moderate;2;2;2;10;50;04. Mai;Private Room;Baltimore;12.07.2015 23:55;0;1;5;May 2012;0;black;-1;M;middle;M;M;Null;black;black;Null;Kareem;Robinson;black;male;22;4232;2341;1094;521;303;0;1;50;806708;2498702;1
0;13.07.2015 04:26;2;0;390.411;-765.198;Real Bed;House;Moderate;2;2;2;-1;80;-1;Private Room;Baltimore;12.07.2015 23:58;0;1;2;Aug 14;1;white;-1;mix;UU/middle;mix;mix;Null;white;white;Null;Kareem;Robinson;black;male;22;2456;2337;44;34;64;\N;\N;\N;730800;20166266;1
1;12.07.2015 16:30;2;0;39.047;-764.422;NULL;House;Flexible;5;5;5;30;85;4;Entire Place;Baltimore;12.07.2015 12:27;0;2;24;Aug 13;1;white;-1;F;young/middle;F;F;F;white;asian;white;Latonya;Robinson;black;female;12;4387;4010;150;73;185;1;0;99;731003;8471217;2
1;12.07.2015 00:51;3;1;392.951;-76.412;Real Bed;Undefined;Flexible;2;2;2;-1;139;-1;Private Room;Baltimore;11.07.2015 20:04;0;1;0;June 2015;1;white;-1;MF;middle;MF;MF;Null;white;white;Null;Anne;Murphy;white;female;2;4032;3671;249;42;58;1;0;139;450900;36166265;1
0;12.07.2015 21:34;2;1;390.261;-765.062;Real Bed;House;Flexible;2;2;2;-1;100;5;Private Room;Baltimore;12.07.2015 11:47;0;1;5;March 2015;1;white;-1;MF;young;MF;MF;Null;white;white;Null;Jamal;Jones;black;male;17;2456;2337;44;34;64;1;0;100;730800;29889267;1
0;12.07.2015 12:43;\N;1;389.905;-767.327;Real Bed;House;Flexible;2;2;2;75;95;-1;Private Room;Baltimore;12.07.2015 05:19;0;1;0;May 2012;0;black;-1;M;middle;M;M;Null;black;black;Null;Latoya;Williams;black;female;13;2532;1709;564;109;140;\N;\N;\N;800401;2397044;1
0;12.07.2015 23:42;2;0;389.852;-765.113;Real Bed;House;Strict;2;2;2;-1;90;5;Private Room;Baltimore;12.07.2015 11:50;0;1;6;October 2012;1;white;-1;F;middle/young;F;F;Null;white;white;Null;Jamal;Jones;black;male;17;4591;3383;803;76;388;1;0;115;706600;3982484;1
0;14.07.2015 15:01;2;0;391.027;-770.061;Real Bed;House;Flexible;1;1;1;10;40;04. Mai;Private Room;Baltimore;13.07.2015 00:01;0;22;308;May 2014;1;black;-1;F;young;F;F;Null;black;black;Null;Kareem;Robinson;black;male;22;5674;2938;1350;881;583;0;1;40;701407;15830506;16
0;12.07.2015 11:50;\N;1;389.931;-765.223;Real Bed;Apartment;Moderate;2;2;2;-1;70;04. Mai;Private Room;Baltimore;12.07.2015 02:50;0;1;5;Apr 15;1;white;-1;F;young;F;F;Null;white;white;Null;Tanisha;Jackson;black;female;15;4815;3864;638;149;239;0;1;70;702701;30698454;1
-1;\N;\N;1;389.751;-767.703;Real Bed;House;Flexible;1;1;1;100;92;-1;Private Room;Baltimore;11.07.2015 18:09;0;2;0;Aug 13;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Kristen;Sullivan;white;female;4;6362;2389;3240;368;361;1;0;142;800409;8071837;2
0;12.07.2015 18:18;\N;1;390.748;-769.396;NULL;Apartment;Flexible;3;3;3;45;99;04. Mai;Entire Place;Baltimore;12.07.2015 02:53;0;1;6;December 2012;1;white;-1;F;young;F;F;Null;white;white;Null;Tanisha;Jackson;black;female;15;5596;1330;3036;751;592;0;1;99;701417;4406470;1
0;16.07.2015 11:42;\N;1;389.682;-764.856;Real Bed;Bed and Breakfast;Flexible;1;1;1;-1;105;-1;Private Room;Baltimore;11.07.2015 18:12;0;1;0;March 2014;1;unclear_three votes;-1;F;middle/young;F;F;F;unclear;white;asian;Kristen;Sullivan;white;female;4;3224;2871;167;66;173;\N;\N;\N;706302;13584823;1
0;15.07.2015 16:27;1;1;389.653;-765.335;NULL;House;Flexible;3;3;3;-1;150;-1;Private Room;Baltimore;12.07.2015 16:00;0;1;0;June 2015;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Allison;Sullivan;white;female;1;6669;2437;2974;146;1415;\N;\N;\N;702500;36940130;1
4;12.07.2015 18:08;3;0;392.249;-762.368;NULL;House;Strict;4;4;4;50;110;4;Entire Place;Baltimore;12.07.2015 12:30;0;5;66;Sep 11;1;unclear_three votes;-1;F;middle;F;F;F;hisp;white;UU;Latonya;Robinson;black;female;12;3117;2373;652;7;56;0;1;130;950400;1190906;1
1;11.07.2015 22:21;2;0;393.052;-764.667;Real Bed;Apartment;Flexible;1;1;1;50;50;-1;Private Room;Baltimore;11.07.2015 18:15;0;1;0;May 2014;1;black;-1;FF;UU/middle;FF;FF;Null;black;black;Null;Kristen;Sullivan;white;female;4;4135;3275;500;89;230;1;0;75;450501;15849822;1
-1;\N;\N;1;389.543;-767.359;Real Bed;House;Moderate;2;2;2;-1;100;-1;Private Room;Baltimore;13.07.2015 10:38;0;1;1;March 2014;0;white;-1;MF;middle;MF;MF;Null;white;white;Null;Leroy;Washington;black;male;23;2676;1879;522;84;209;0;1;100;800505;13422139;1
0;12.07.2015 15:08;\N;1;389.972;-768.726;Real Bed;Apartment;Flexible;1;1;1;-1;40;-1;Private Room;Baltimore;11.07.2015 19:23;0;1;1;October 2014;1;unclear_three votes;-1;M;middle;M;F;M;UU;black;white;Laurie;Ryan;white;female;3;3053;513;2171;194;173;0;1;40;806712;22678889;1
2;12.07.2015 11:22;3;0;391.758;-767.845;Real Bed;House;Flexible;2;2;2;-1;69;-1;Private Room;Baltimore;12.07.2015 04:31;0;1;0;June 2015;1;NA;-1;UU;NA;NA;UU;UU;NA;NA;UU;Jermaine;Jones;black;male;18;3893;1279;1866;552;253;1;0;69;601203;35428518;1
1;12.07.2015 14:26;\N;0;389.735;-76.477;Real Bed;House;Moderate;2;2;2;40;140;-1;Private Room;Baltimore;11.07.2015 20:06;0;1;0;Nov 13;0;white;-1;MF;middle;MF;MF;Null;white;white;Null;Anne;Murphy;white;female;2;3224;2871;167;66;173;0;1;140;706302;10041254;1
